index	query	fraction	rep	answer	total	result_len	answer_len	type	nbin_dist	nbin_angle	tp	tn	fp	fn	precision	recall	accuracy	f1_score
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1ui5a1	0.1	21	result/homeo_answer	344850	250	269	PDBTrRosetta	16	4	4	344335	246	265	0.0160	0.0149	0.9985	0.0154
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1ui5a1	0.05	7	result/homeo_answer	344850	3811	269	PDBTrRosetta	16	4	6	340776	3805	263	0.0016	0.0223	0.9882	0.0029
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1ui5a1	0.1	11	result/homeo_answer	344850	194	269	PDBTrRosetta	16	4	3	344390	191	266	0.0155	0.0112	0.9987	0.0130
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1ui5a1	0.1	14	result/homeo_answer	344850	762	269	PDBTrRosetta	16	4	4	343823	758	265	0.0052	0.0149	0.9970	0.0078
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1ui5a1	0.1	13	result/homeo_answer	344850	229	269	PDBTrRosetta	16	4	0	344352	229	269	0.0000	0.0000	0.9986	NaN
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1ui5a1	0.1	20	result/homeo_answer	344850	499	269	PDBTrRosetta	16	4	4	344086	495	265	0.0080	0.0149	0.9978	0.0104
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1ui5a1	0.1	15	result/homeo_answer	344850	753	269	PDBTrRosetta	16	4	4	343832	749	265	0.0053	0.0149	0.9971	0.0078
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1ui5a1	0.1	19	result/homeo_answer	344850	31	269	PDBTrRosetta	16	4	2	344552	29	267	0.0645	0.0074	0.9991	0.0133
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1ui5a1	0.1	26	result/homeo_answer	344850	779	269	PDBTrRosetta	16	4	2	343804	777	267	0.0026	0.0074	0.9970	0.0038
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1t56a1	0.05	1	result/homeo_answer	344850	153097	269	PDBTrRosetta	16	4	249	191733	152848	20	0.0016	0.9257	0.5567	0.0032
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1ui5a1	0.1	17	result/homeo_answer	344850	345	269	PDBTrRosetta	16	4	4	344240	341	265	0.0116	0.0149	0.9982	0.0130
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1ui5a1	0.1	27	result/homeo_answer	344850	163	269	PDBTrRosetta	16	4	4	344422	159	265	0.0245	0.0149	0.9988	0.0185
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1ui5a1	0.1	22	result/homeo_answer	344850	1870	269	PDBTrRosetta	16	4	4	342715	1866	265	0.0021	0.0149	0.9938	0.0037
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1ui5a1	0.1	23	result/homeo_answer	344850	913	269	PDBTrRosetta	16	4	4	343672	909	265	0.0044	0.0149	0.9966	0.0068
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1ui5a1	0.1	18	result/homeo_answer	344850	1735	269	PDBTrRosetta	16	4	5	342851	1730	264	0.0029	0.0186	0.9942	0.0050
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1ui5a1	0.1	29	result/homeo_answer	344850	515	269	PDBTrRosetta	16	4	2	344068	513	267	0.0039	0.0074	0.9977	0.0051
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1ui5a1	0.1	25	result/homeo_answer	344850	348	269	PDBTrRosetta	16	4	0	344233	348	269	0.0000	0.0000	0.9982	NaN
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1ui5a1	0.1	33	result/homeo_answer	344850	174	269	PDBTrRosetta	16	4	4	344411	170	265	0.0230	0.0149	0.9987	0.0181
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1ui5a1	0.1	24	result/homeo_answer	344850	726	269	PDBTrRosetta	16	4	2	343857	724	267	0.0028	0.0074	0.9971	0.0040
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1ui5a1	0.1	28	result/homeo_answer	344850	923	269	PDBTrRosetta	16	4	4	343662	919	265	0.0043	0.0149	0.9966	0.0067
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1ui5a1	0.1	32	result/homeo_answer	344850	5	269	PDBTrRosetta	16	4	2	344578	3	267	0.4000	0.0074	0.9992	0.0146
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1ui5a1	0.1	31	result/homeo_answer	344850	6	269	PDBTrRosetta	16	4	4	344579	2	265	0.6667	0.0149	0.9992	0.0291
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1ui5a1	0.1	34	result/homeo_answer	344850	116	269	PDBTrRosetta	16	4	4	344469	112	265	0.0345	0.0149	0.9989	0.0208
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1ui5a1	0.1	35	result/homeo_answer	344850	135	269	PDBTrRosetta	16	4	3	344449	132	266	0.0222	0.0112	0.9988	0.0149
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1ui5a1	0.1	39	result/homeo_answer	344850	609	269	PDBTrRosetta	16	4	4	343976	605	265	0.0066	0.0149	0.9975	0.0091
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1ui5a1	0.1	36	result/homeo_answer	344850	744	269	PDBTrRosetta	16	4	4	343841	740	265	0.0054	0.0149	0.9971	0.0079
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1ui5a1	0.1	30	result/homeo_answer	344850	2883	269	PDBTrRosetta	16	4	6	341704	2877	263	0.0021	0.0223	0.9909	0.0038
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1ui5a1	0.1	37	result/homeo_answer	344850	167	269	PDBTrRosetta	16	4	4	344418	163	265	0.0240	0.0149	0.9988	0.0183
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1ui5a1	0.1	3	result/homeo_answer	344850	918	269	PDBTrRosetta	16	4	4	343667	914	265	0.0044	0.0149	0.9966	0.0067
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1ui5a1	0.1	38	result/homeo_answer	344850	1288	269	PDBTrRosetta	16	4	5	343298	1283	264	0.0039	0.0186	0.9955	0.0064
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1t56a1	0.1	2	result/homeo_answer	344850	172582	269	PDBTrRosetta	16	4	164	172163	172418	105	0.0010	0.6097	0.4997	0.0019
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1ui5a1	0.1	47	result/homeo_answer	344850	632	269	PDBTrRosetta	16	4	31	343980	601	238	0.0491	0.1152	0.9976	0.0688
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1ui5a1	0.1	40	result/homeo_answer	344850	215	269	PDBTrRosetta	16	4	4	344370	211	265	0.0186	0.0149	0.9986	0.0165
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1ui5a1	0.1	46	result/homeo_answer	344850	387	269	PDBTrRosetta	16	4	4	344198	383	265	0.0103	0.0149	0.9981	0.0122
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1ui5a1	0.1	42	result/homeo_answer	344850	275	269	PDBTrRosetta	16	4	4	344310	271	265	0.0145	0.0149	0.9984	0.0147
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1ui5a1	0.1	43	result/homeo_answer	344850	22	269	PDBTrRosetta	16	4	2	344561	20	267	0.0909	0.0074	0.9992	0.0137
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1ui5a1	0.1	41	result/homeo_answer	344850	141	269	PDBTrRosetta	16	4	4	344444	137	265	0.0284	0.0149	0.9988	0.0195
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1ui5a1	0.1	44	result/homeo_answer	344850	1319	269	PDBTrRosetta	16	4	10	343272	1309	259	0.0076	0.0372	0.9955	0.0126
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1ui5a1	0.1	48	result/homeo_answer	344850	423	269	PDBTrRosetta	16	4	3	344161	420	266	0.0071	0.0112	0.9980	0.0087
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1ui5a1	0.1	6	result/homeo_answer	344850	45	269	PDBTrRosetta	16	4	2	344538	43	267	0.0444	0.0074	0.9991	0.0127
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1ui5a1	0.1	7	result/homeo_answer	344850	449	269	PDBTrRosetta	16	4	62	344194	387	207	0.1381	0.2305	0.9983	0.1727
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1ui5a1	0.1	4	result/homeo_answer	344850	592	269	PDBTrRosetta	16	4	4	343993	588	265	0.0068	0.0149	0.9975	0.0093
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1ui5a1	0.1	49	result/homeo_answer	344850	5427	269	PDBTrRosetta	16	4	4	339158	5423	265	0.0007	0.0149	0.9835	0.0014
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1ui5a1	0.1	45	result/homeo_answer	344850	5082	269	PDBTrRosetta	16	4	4	339503	5078	265	0.0008	0.0149	0.9845	0.0015
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1ui5a1	0.2	12	result/homeo_answer	344850	2988	269	PDBTrRosetta	16	4	4	341597	2984	265	0.0013	0.0149	0.9906	0.0025
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1ui5a1	0.1	8	result/homeo_answer	344850	154	269	PDBTrRosetta	16	4	4	344431	150	265	0.0260	0.0149	0.9988	0.0189
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1ui5a1	0.1	5	result/homeo_answer	344850	2428	269	PDBTrRosetta	16	4	6	342159	2422	263	0.0025	0.0223	0.9922	0.0044
