config	query	hits	result_len	answer_len	tp	fp	fn	precision	sens_at_1fp	runtime	max_rss_kb
default	M0435	6000	1549	88	11	1	77	0.9167	0.1250	9.73	349060
default	M0440	6000	2129	50	40	1	10	0.9756	0.8000	3.08	96648
default	M0444	6000	2472	84	65	1	19	0.9848	0.7738	1.19	69924
default	M0447	6000	1884	6	2	1	4	0.6667	0.3333	2.08	101200
default	M0448	6000	1855	8	1	1	7	0.5000	0.1250	2.57	67824
default	M0453	6000	1593	66	18	1	48	0.9474	0.2727	3.50	203060
default	M0454	6000	1483	15	12	1	3	0.9231	0.8000	2.47	78320
default	M0456	1809	710	18	2	1	16	0.6667	0.1111	1.00	48008
default	M0458	6000	1990	26	20	1	6	0.9524	0.7692	1.56	47808
default	M0462	6000	1912	50	39	1	11	0.9750	0.7800	2.04	85200
default	M0466	6000	1846	194	13	1	181	0.9286	0.0670	7.23	171564
default	M0472	6000	1746	97	95	1	2	0.9896	0.9794	2.86	124232
default	M0477	6000	2037	72	49	1	23	0.9800	0.6806	1.88	58376
default	M0484	6000	2010	102	102	1	0	0.9903	1.0000	3.86	146748
default	M0488	6000	1563	7	7	1	0	0.8750	1.0000	2.48	107768
default	M0497	6000	1629	16	14	1	2	0.9333	0.8750	2.31	88200
default	M0502	6000	1738	129	6	1	123	0.8571	0.0465	3.23	126304
default	M0505	6000	1733	28	3	1	25	0.7500	0.1071	2.10	102860
default	M0506	6000	1773	117	74	1	43	0.9867	0.6325	1.87	78128
default	M0508	6000	2009	8	8	1	0	0.8889	1.0000	4.05	122004
default	M0510	6000	2030	63	2	1	61	0.6667	0.0317	2.65	64452
default	M0515	6000	2095	21	12	1	9	0.9231	0.5714	2.44	57756
default	M0519	6000	1854	20	18	1	2	0.9474	0.9000	9.02	228120
default	M0520	6000	1482	446	270	1	176	0.9963	0.6054	2.40	164248
default	M0544	6000	1758	14	11	1	3	0.9167	0.7857	2.44	72516
default	M0545	6000	1917	20	15	1	5	0.9375	0.7500	3.11	63068
default	M0547	6000	2238	8	5	1	3	0.8333	0.6250	2.21	94868
default	M0550	6000	2125	21	8	1	13	0.8889	0.3810	5.22	112880
default	M0563	672	240	32	0	1	32	0.0000	0.0000	0.37	38900
default	M0564	6000	1510	400	9	1	391	0.9000	0.0225	2.13	65104
default	M0565	4114	2009	14	5	1	9	0.8333	0.3571	1.95	75040
default	M0574	6000	1710	134	22	1	112	0.9565	0.1642	1.56	71404
default	M0580	6000	2028	10	8	1	2	0.8889	0.8000	2.49	88016
default	M0589	6000	1918	69	5	1	64	0.8333	0.0725	1.43	58156
default	M0590	6000	1771	20	3	1	17	0.7500	0.1500	1.89	71828
default	M0597	6000	1903	28	12	1	16	0.9231	0.4286	2.45	58976
default	M0600	6000	1697	79	35	1	44	0.9722	0.4430	1.84	111692
default	M0609	6000	1419	86	13	1	73	0.9286	0.1512	0.89	47012
default	M0612	6000	1602	92	49	1	43	0.9800	0.5326	4.32	91204
default	M0616	6000	1918	6	6	1	0	0.8571	1.0000	2.11	126456
default	M0623	6000	2241	17	17	1	0	0.9444	1.0000	1.80	83564
default	M0625	4128	1264	9	2	1	7	0.6667	0.2222	2.47	56700
default	M0634	6000	1542	10	10	1	0	0.9091	1.0000	3.49	88928
default	M0636	6000	1643	17	7	1	10	0.8750	0.4118	1.09	44156
default	M0642	3929	1303	31	6	1	25	0.8571	0.1935	1.41	47508
default	M0651	6000	1962	65	8	1	57	0.8889	0.1231	1.56	94644
default	M0653	6000	1764	26	5	1	21	0.8333	0.1923	3.16	85132
default	M0655	4502	1458	7	3	1	4	0.7500	0.4286	2.16	164568
default	M0658	6000	1556	13	3	1	10	0.7500	0.2308	1.34	52508
default	M0663	6000	1537	97	12	1	85	0.9231	0.1237	2.65	114880
default	M0669	6000	1924	11	1	1	10	0.5000	0.0909	2.46	149936
default	M0674	6000	1593	38	4	1	34	0.8000	0.1053	3.02	55820
default	M0682	4224	722	329	2	1	327	0.6667	0.0061	0.63	48740
default	M0683	6000	1859	30	29	1	1	0.9667	0.9667	2.11	71888
default	M0693	6000	1553	412	7	1	405	0.8750	0.0170	2.34	73096
default	M0697	2641	570	156	6	1	150	0.8571	0.0385	1.00	49564
default	M0709	6000	2258	351	139	1	212	0.9929	0.3960	1.43	52640
default	M0727	6000	1570	24	8	1	16	0.8889	0.3333	2.17	92660
default	M0732	6000	1547	20	4	1	16	0.8000	0.2000	2.56	97720
default	M0734	6000	1761	10	3	1	7	0.7500	0.3000	2.16	79564
default	M0736	6000	2056	4	4	1	0	0.8000	1.0000	4.32	69324
default	M0738	6000	1524	16	11	1	5	0.9167	0.6875	2.45	79160
default	M0742	3621	1081	3	3	1	0	0.7500	1.0000	1.56	56060
default	M0748	6000	1783	20	20	1	0	0.9524	1.0000	1.75	52100
default	M0752	6000	1876	9	9	1	0	0.9000	1.0000	2.59	80520
default	M0754	6000	2080	13	4	1	9	0.8000	0.3077	1.42	45000
default	M0755	6000	1787	12	8	1	4	0.8889	0.6667	1.28	67868
default	M0759	6000	1899	80	37	1	43	0.9737	0.4625	2.60	130376
default	M0768	6000	1902	237	19	1	218	0.9500	0.0802	2.10	52296
default	M0771	3219	852	285	5	1	280	0.8333	0.0175	1.10	53284
default	M0781	6000	2236	8	7	1	1	0.8750	0.8750	3.36	165976
default	M0789	4536	1296	62	18	1	44	0.9474	0.2903	1.81	61200
default	M0792	6000	1553	11	1	1	10	0.5000	0.0909	3.50	120448
default	M0795	6000	1892	80	18	1	62	0.9474	0.2250	4.30	142280
default	M0798	6000	1463	2197	5	1	2192	0.8333	0.0023	1.26	50476
default	M0806	6000	1511	5	1	1	4	0.5000	0.2000	2.22	75680
default	M0808	6000	1771	5	4	1	1	0.8000	0.8000	1.98	92036
default	M0810	6000	1903	38	12	1	26	0.9231	0.3158	2.42	90444
default	M0815	6000	1259	243	166	1	77	0.9940	0.6831	2.06	63524
default	M0816	6000	1394	242	20	1	222	0.9524	0.0826	1.91	60172
default	M0819	5889	1641	26	20	1	6	0.9524	0.7692	2.46	54168
default	M0822	6000	1893	3	3	1	0	0.7500	1.0000	1.84	143872
default	M0826	6000	1646	22	6	1	16	0.8571	0.2727	1.66	168064
default	M0829	6000	1932	7	6	1	1	0.8571	0.8571	1.89	169640
default	M0835	6000	1842	62	25	1	37	0.9615	0.4032	3.14	67124
default	M0843	3886	1240	17	10	1	7	0.9091	0.5882	1.37	110664
default	M0850	6000	1681	40	17	1	23	0.9444	0.4250	2.91	173944
default	M0851	437	185	24	2	1	22	0.6667	0.0833	0.25	40076
default	M0854	6000	1390	136	9	1	127	0.9000	0.0662	2.22	96136
default	M0855	6000	1936	55	9	1	46	0.9000	0.1636	2.63	81272
default	M0857	6000	1761	13	10	1	3	0.9091	0.7692	1.46	89628
default	M0858	6000	2157	353	303	1	50	0.9967	0.8584	2.29	73500
default	M0860	3585	1038	14	3	1	11	0.7500	0.2143	1.50	57564
default	M0862	6000	2238	21	11	1	10	0.9167	0.5238	1.52	59828
default	M0869	6000	1748	6	6	1	0	0.8571	1.0000	2.00	50224
default	M0874	6000	1745	4	3	1	1	0.7500	0.7500	2.00	54412
default	M0879	1869	604	38	5	1	33	0.8333	0.1316	0.58	40860
default	M0881	6000	2017	157	152	1	5	0.9935	0.9682	2.10	61156
default	M0884	6000	1702	24	20	1	4	0.9524	0.8333	2.07	79740
default	M0885	6000	1520	17	4	1	13	0.8000	0.2353	4.57	150964
default	M0895	6000	1378	131	6	1	125	0.8571	0.0458	1.84	152700
default	M0900	5256	1352	448	323	1	125	0.9969	0.7210	1.94	159800
default	M0905	6000	1632	231	5	1	226	0.8333	0.0216	3.30	72136
default	M0906	6000	2160	266	61	1	205	0.9839	0.2293	1.59	60492
default	M0908	6000	2497	79	8	1	71	0.8889	0.1013	2.19	76696
default	M0910	6000	2052	8	8	1	0	0.8889	1.0000	1.86	80528
default	M0916	6000	1796	1	1	1	0	0.5000	1.0000	1.93	50364
default	M0918	6000	1482	140	62	1	78	0.9841	0.4429	2.20	196736
default	M0919	6000	1919	19	11	1	8	0.9167	0.5789	1.83	54036
default	M0920	2137	676	39	12	1	27	0.9231	0.3077	0.97	57060
default	M0925	6000	2060	24	1	1	23	0.5000	0.0417	2.21	73128
default	M0931	6000	2117	74	62	1	12	0.9841	0.8378	2.96	60604
default	M0937	6000	1812	32	15	1	17	0.9375	0.4688	1.99	57948
default	M0939	6000	1868	27	7	1	20	0.8750	0.2593	2.51	118172
default	M0940	6000	301	122	7	1	115	0.8750	0.0574	2.86	90572
default	M0947	6000	1537	68	4	1	64	0.8000	0.0588	3.22	102372
default	M0952	6000	1613	89	5	1	84	0.8333	0.0562	3.61	103008
default	M0957	6000	403	223	28	1	195	0.9655	0.1256	2.84	80748
default	M0958	6000	429	243	59	1	184	0.9833	0.2428	3.04	66236
default	M0959	6000	399	178	12	1	166	0.9231	0.0674	4.89	147676
default	M0961	6000	179	155	6	1	149	0.8571	0.0387	3.08	108036
default	M0962	6000	158	147	12	1	135	0.9231	0.0816	2.52	70552
default	M0964	6000	1784	69	8	1	61	0.8889	0.1159	1.83	83940
sensitive	M0003	6000	1962	95	19	1	76	0.9500	0.2000	1.70	52408
sensitive	M0010	6000	1635	15	14	1	1	0.9333	0.9333	2.48	98388
sensitive	M0019	6000	1532	22	22	1	0	0.9565	1.0000	3.27	97904
sensitive	M0020	6000	1645	120	102	1	18	0.9903	0.8500	2.54	146032
sensitive	M0028	6000	1563	22	20	1	2	0.9524	0.9091	2.71	111720
sensitive	M0031	6000	2003	321	277	1	44	0.9964	0.8629	2.61	88972
sensitive	M0033	6000	2027	15	10	1	5	0.9091	0.6667	1.92	209588
sensitive	M0040	6000	1736	61	13	1	48	0.9286	0.2131	1.93	119560
sensitive	M0043	6000	2112	22	20	1	2	0.9524	0.9091	2.26	125932
sensitive	M0044	6000	1879	75	62	1	13	0.9841	0.8267	10.16	319080
sensitive	M0048	6000	1493	104	74	1	30	0.9867	0.7115	3.23	102384
sensitive	M0054	6000	2035	46	36	1	10	0.9730	0.7826	1.88	45532
sensitive	M0058	6000	1695	42	12	1	30	0.9231	0.2857	3.75	190740
sensitive	M0065	6000	2160	56	42	1	14	0.9767	0.7500	1.94	111088
sensitive	M0066	6000	2013	60	20	1	40	0.9524	0.3333	3.31	86436
sensitive	M0067	6000	1644	42	12	1	30	0.9231	0.2857	3.48	96500
sensitive	M0070	4800	1177	172	8	1	164	0.8889	0.0465	1.52	72752
sensitive	M0075	6000	1594	3	2	1	1	0.6667	0.6667	7.56	196312
sensitive	M0076	6000	1661	102	38	1	64	0.9744	0.3725	2.10	58212
sensitive	M0077	6000	1630	108	72	1	36	0.9863	0.6667	1.12	58676
sensitive	M0081	6000	1815	10	5	1	5	0.8333	0.5000	5.98	270144
sensitive	M0085	6000	1614	12	11	1	1	0.9167	0.9167	3.01	192972
sensitive	M0087	6000	1711	72	63	1	9	0.9844	0.8750	2.74	129636
sensitive	M0090	6000	1822	61	58	1	3	0.9831	0.9508	11.16	356020
sensitive	M0092	6000	1895	43	40	1	3	0.9756	0.9302	3.81	110268
sensitive	M0093	6000	1705	24	24	1	0	0.9600	1.0000	2.98	196792
sensitive	M0096	6000	2161	24	2	1	22	0.6667	0.0833	3.36	83796
sensitive	M0100	6000	1166	381	243	1	138	0.9959	0.6378	2.09	65848
sensitive	M0104	6000	1649	12	5	1	7	0.8333	0.4167	7.08	210036
sensitive	M0107	6000	1948	78	10	1	68	0.9091	0.1282	2.43	96644
sensitive	M0108	6000	1904	178	2	1	176	0.6667	0.0112	2.58	75444
sensitive	M0109	6000	1717	212	124	1	88	0.9920	0.5849	3.84	124320
sensitive	M0111	6000	1543	11	5	1	6	0.8333	0.4545	4.30	164460
sensitive	M0117	6000	2484	121	54	1	67	0.9818	0.4463	1.49	83096
sensitive	M0118	6000	1918	108	103	1	5	0.9904	0.9537	2.94	62972
sensitive	M0121	6000	1751	55	15	1	40	0.9375	0.2727	2.75	64964
sensitive	M0122	6000	2022	29	22	1	7	0.9565	0.7586	1.76	89160
sensitive	M0123	6000	1640	29	7	1	22	0.8750	0.2414	5.55	145584
sensitive	M0125	6000	1672	40	37	1	3	0.9737	0.9250	1.81	75852
sensitive	M0131	6000	1779	48	37	1	11	0.9737	0.7708	1.82	88148
sensitive	M0134	6000	2155	56	56	1	0	0.9825	1.0000	1.55	58720
sensitive	M0136	6000	1611	11	9	1	2	0.9000	0.8182	3.53	164772
sensitive	M0139	6000	1749	78	42	1	36	0.9767	0.5385	4.33	194100
sensitive	M0141	6000	1761	27	7	1	20	0.8750	0.2593	8.20	251680
sensitive	M0142	6000	1406	15	7	1	8	0.8750	0.4667	2.31	97748
sensitive	M0154	4144	1461	63	44	1	19	0.9778	0.6984	2.38	57092
sensitive	M0159	6000	1896	161	34	1	127	0.9714	0.2112	2.53	198040
sensitive	M0163	6000	1842	55	51	1	4	0.9808	0.9273	2.48	71936
sensitive	M0172	6000	2064	20	9	1	11	0.9000	0.4500	1.67	61476
sensitive	M0175	6000	3016	830	189	1	641	0.9947	0.2277	1.81	92696
sensitive	M0178	6000	1835	303	179	1	124	0.9944	0.5908	2.97	254408
sensitive	M0181	6000	1674	9	8	1	1	0.8889	0.8889	6.66	223316
sensitive	M0188	6000	1489	120	13	1	107	0.9286	0.1083	1.43	64324
sensitive	M0194	6000	1477	70	51	1	19	0.9808	0.7286	3.15	122236
sensitive	M0201	6000	1187	45	9	1	36	0.9000	0.2000	2.79	123172
sensitive	M0202	2036	549	1	1	1	0	0.5000	1.0000	1.42	148804
sensitive	M0205	6000	1913	263	258	1	5	0.9961	0.9810	3.23	119228
sensitive	M0206	6000	1669	80	49	1	31	0.9800	0.6125	10.40	264632
sensitive	M0210	6000	1716	224	29	1	195	0.9667	0.1295	2.25	75644
sensitive	M0212	6000	1533	97	59	1	38	0.9833	0.6082	4.54	211140
sensitive	M0216	6000	2837	1167	1146	1	21	0.9991	0.9820	1.62	89676
sensitive	M0227	6000	1359	40	15	1	25	0.9375	0.3750	1.91	104348
sensitive	M0228	6000	1910	122	18	1	104	0.9474	0.1475	2.98	113324
sensitive	M0231	6000	1690	16	16	1	0	0.9412	1.0000	2.60	182024
sensitive	M0234	6000	1881	19	6	1	13	0.8571	0.3158	4.30	110648
sensitive	M0235	5018	1291	18	3	1	15	0.7500	0.1667	1.76	151636
sensitive	M0237	6000	1212	616	91	1	525	0.9891	0.1477	2.33	58992
sensitive	M0243	6000	1433	14	14	1	0	0.9333	1.0000	2.69	159716
sensitive	M0250	6000	1752	15	15	1	0	0.9375	1.0000	1.85	57540
sensitive	M0253	6000	1916	240	45	1	195	0.9783	0.1875	6.62	234236
sensitive	M0254	6000	1724	19	18	1	1	0.9474	0.9474	8.22	286968
sensitive	M0257	6000	1890	256	105	1	151	0.9906	0.4102	5.24	113804
sensitive	M0260	6000	1831	22	22	1	0	0.9565	1.0000	3.67	200276
sensitive	M0261	6000	1783	23	18	1	5	0.9474	0.7826	1.56	63388
sensitive	M0262	6000	1689	20	20	1	0	0.9524	1.0000	8.07	280080
sensitive	M0263	6000	1746	51	5	1	46	0.8333	0.0980	1.96	83768
sensitive	M0266	6000	1401	47	42	1	5	0.9767	0.8936	5.75	115588
sensitive	M0272	6000	1498	45	34	1	11	0.9714	0.7556	2.97	107696
sensitive	M0278	3904	1580	105	64	1	41	0.9846	0.6095	1.59	50836
sensitive	M0281	6000	1255	3	2	1	1	0.6667	0.6667	2.79	104004
sensitive	M0293	6000	1739	62	50	1	12	0.9804	0.8065	2.51	84196
sensitive	M0294	6000	1521	116	107	1	9	0.9907	0.9224	5.75	209680
sensitive	M0297	6000	1516	18	1	1	17	0.5000	0.0556	1.74	51064
sensitive	M0298	6000	1703	366	1	1	365	0.5000	0.0027	3.34	113596
sensitive	M0301	6000	1836	52	45	1	7	0.9783	0.8654	2.07	86572
sensitive	M0308	6000	1688	174	174	1	0	0.9943	1.0000	5.23	186844
sensitive	M0311	6000	1155	84	84	1	0	0.9882	1.0000	7.68	185184
sensitive	M0313	6000	1509	19	14	1	5	0.9333	0.7368	1.87	66880
sensitive	M0314	6000	1309	48	5	1	43	0.8333	0.1042	5.82	149096
sensitive	M0321	6000	1746	25	3	1	22	0.7500	0.1200	2.26	78552
sensitive	M0334	6000	1712	23	23	1	0	0.9583	1.0000	1.99	67308
sensitive	M0338	6000	1999	28	2	1	26	0.6667	0.0714	1.78	58924
sensitive	M0346	6000	1445	143	16	1	127	0.9412	0.1119	3.26	118040
sensitive	M0348	6000	253	180	75	1	105	0.9868	0.4167	4.53	119596
sensitive	M0351	4798	959	26	16	1	10	0.9412	0.6154	1.74	64888
sensitive	M0353	6000	1642	14	8	1	6	0.8889	0.5714	3.66	69704
sensitive	M0357	4744	1365	6	5	1	1	0.8333	0.8333	3.38	61220
sensitive	M0358	6000	1628	1	1	1	0	0.5000	1.0000	4.96	197732
sensitive	M0363	6000	1948	66	6	1	60	0.8571	0.0909	1.84	58184
sensitive	M0369	6000	1767	87	31	1	56	0.9688	0.3563	4.04	134172
sensitive	M0371	6000	1880	123	9	1	114	0.9000	0.0732	2.07	101052
sensitive	M0376	6000	1522	42	35	1	7	0.9722	0.8333	1.98	106776
sensitive	M0377	6000	247	215	66	1	149	0.9851	0.3070	7.37	155688
sensitive	M0379	6000	1659	121	28	1	93	0.9655	0.2314	4.86	188600
sensitive	M0380	6000	1706	27	18	1	9	0.9474	0.6667	2.11	90204
sensitive	M0381	6000	1875	76	45	1	31	0.9783	0.5921	1.03	44896
sensitive	M0383	6000	1617	131	89	1	42	0.9889	0.6794	3.81	105376
sensitive	M0384	6000	1933	107	5	1	102	0.8333	0.0467	1.95	87320
sensitive	M0386	6000	1857	5	4	1	1	0.8000	0.8000	5.65	257004
sensitive	M0387	6000	1451	2182	49	1	2133	0.9800	0.0225	1.05	60576
sensitive	M0391	6000	1918	15	9	1	6	0.9000	0.6000	1.41	49936
sensitive	M0398	6000	1579	37	1	1	36	0.5000	0.0270	2.25	106280
sensitive	M0401	6000	1563	396	5	1	391	0.8333	0.0126	3.96	123360
sensitive	M0403	6000	2154	17	16	1	1	0.9412	0.9412	1.71	88060
sensitive	M0410	6000	1607	34	10	1	24	0.9091	0.2941	2.61	128640
sensitive	M0412	6000	1295	61	7	1	54	0.8750	0.1148	2.47	79352
sensitive	M0414	6000	1768	83	82	1	1	0.9880	0.9880	2.66	86480
sensitive	M0416	6000	2117	5	5	1	0	0.8333	1.0000	5.61	151712
sensitive	M0420	6000	1990	18	6	1	12	0.8571	0.3333	1.90	84620
sensitive	M0423	6000	1556	99	12	1	87	0.9231	0.1212	2.06	122792
sensitive	M0425	6000	1490	2202	5	1	2197	0.8333	0.0023	1.66	84620
sensitive	M0426	6000	1581	20	20	1	0	0.9524	1.0000	2.18	87876
sensitive	M0428	6000	1320	11	8	1	3	0.8889	0.7273	3.80	114620
sensitive	M0429	6000	1851	48	23	1	25	0.9583	0.4792	4.33	87516
sensitive	M0431	6000	1630	4	4	1	0	0.8000	1.0000	2.07	93248
sensitive	M0433	6000	1698	214	6	1	208	0.8571	0.0280	1.92	163172
sensitive	M0434	6000	1675	13	1	1	12	0.5000	0.0769	3.57	123920
sensitive	M0435	6000	1555	88	11	1	77	0.9167	0.1250	11.88	426060
sensitive	M0440	6000	2087	50	41	1	9	0.9762	0.8200	3.49	111712
sensitive	M0444	6000	1738	84	65	1	19	0.9848	0.7738	2.12	179940
sensitive	M0447	6000	1794	6	1	1	5	0.5000	0.1667	3.14	129824
sensitive	M0448	6000	1707	8	1	1	7	0.5000	0.1250	2.33	54432
sensitive	M0453	6000	1565	66	15	1	51	0.9375	0.2273	3.07	194620
sensitive	M0454	6000	1584	15	10	1	5	0.9091	0.6667	2.39	90144
sensitive	M0456	4199	1518	18	2	1	16	0.6667	0.1111	1.74	153880
sensitive	M0458	6000	1873	26	20	1	6	0.9524	0.7692	1.83	151992
sensitive	M0462	6000	1700	50	38	1	12	0.9744	0.7600	2.55	197536
sensitive	M0466	6000	1752	194	16	1	178	0.9412	0.0825	10.23	190368
sensitive	M0472	6000	1530	97	95	1	2	0.9896	0.9794	3.38	140824
sensitive	M0477	6000	2001	72	55	1	17	0.9821	0.7639	1.80	65364
sensitive	M0484	6000	1635	102	102	1	0	0.9903	1.0000	5.35	164324
sensitive	M0488	6000	1543	7	7	1	0	0.8750	1.0000	4.15	143488
sensitive	M0497	6000	1631	16	14	1	2	0.9333	0.8750	2.96	146896
sensitive	M0502	6000	1657	129	6	1	123	0.8571	0.0465	3.72	142648
sensitive	M0505	6000	1800	28	3	1	25	0.7500	0.1071	2.34	114696
sensitive	M0506	6000	1614	117	70	1	47	0.9859	0.5983	2.90	94836
sensitive	M0508	6000	1741	8	8	1	0	0.8889	1.0000	3.51	135040
sensitive	M0510	6000	2005	63	2	1	61	0.6667	0.0317	2.07	55184
sensitive	M0515	6000	1849	21	19	1	2	0.9500	0.9048	2.23	69064
sensitive	M0519	6000	1728	20	18	1	2	0.9474	0.9000	9.61	182200
sensitive	M0520	6000	1383	446	298	1	148	0.9967	0.6682	3.16	177804
sensitive	M0544	6000	1576	14	11	1	3	0.9167	0.7857	2.86	81388
sensitive	M0545	6000	1867	20	14	1	6	0.9333	0.7000	2.43	57460
sensitive	M0547	6000	2219	8	4	1	4	0.8000	0.5000	2.09	92324
sensitive	M0550	6000	2008	21	8	1	13	0.8889	0.3810	2.33	106508
sensitive	M0563	833	286	32	0	1	32	0.0000	0.0000	0.37	42808
sensitive	M0564	6000	1593	400	10	1	390	0.9091	0.0250	1.97	71808
sensitive	M0565	6000	2386	14	5	1	9	0.8333	0.3571	2.86	77864
sensitive	M0574	6000	1606	134	23	1	111	0.9583	0.1716	1.78	77492
sensitive	M0580	6000	1869	10	9	1	1	0.9000	0.9000	2.05	81964
sensitive	M0589	6000	1675	69	6	1	63	0.8571	0.0870	1.32	65316
sensitive	M0590	6000	1727	20	3	1	17	0.7500	0.1500	2.32	84404
sensitive	M0597	6000	1869	28	12	1	16	0.9231	0.4286	2.10	55748
sensitive	M0600	6000	1502	79	34	1	45	0.9714	0.4304	1.93	118120
sensitive	M0609	6000	1437	86	18	1	68	0.9474	0.2093	1.31	51900
sensitive	M0612	6000	1604	92	63	1	29	0.9844	0.6848	4.62	87952
sensitive	M0616	6000	1758	6	6	1	0	0.8571	1.0000	1.99	130500
sensitive	M0623	6000	1893	17	17	1	0	0.9444	1.0000	2.45	90112
sensitive	M0625	6000	1759	9	2	1	7	0.6667	0.2222	4.33	56832
sensitive	M0634	6000	1526	10	10	1	0	0.9091	1.0000	3.53	88268
sensitive	M0636	6000	1968	17	7	1	10	0.8750	0.4118	1.47	49948
sensitive	M0642	4640	1503	31	6	1	25	0.8571	0.1935	1.53	48964
sensitive	M0651	6000	1842	65	8	1	57	0.8889	0.1231	1.71	57128
sensitive	M0653	6000	1895	26	6	1	20	0.8571	0.2308	3.73	95288
sensitive	M0655	5588	1858	7	3	1	4	0.7500	0.4286	2.98	202096
sensitive	M0658	6000	1726	13	3	1	10	0.7500	0.2308	1.35	49160
sensitive	M0663	6000	1514	97	9	1	88	0.9000	0.0928	3.21	205552
sensitive	M0669	6000	1691	11	1	1	10	0.5000	0.0909	1.71	162576
sensitive	M0674	6000	1748	38	4	1	34	0.8000	0.1053	2.23	46748
sensitive	M0682	4357	789	329	2	1	327	0.6667	0.0061	0.74	50100
sensitive	M0683	6000	1838	30	29	1	1	0.9667	0.9667	2.87	77980
sensitive	M0693	6000	1586	412	7	1	405	0.8750	0.0170	2.39	65736
sensitive	M0697	3358	783	156	6	1	150	0.8571	0.0385	1.18	62280
sensitive	M0709	6000	2090	351	3	1	348	0.7500	0.0085	1.68	56276
sensitive	M0727	6000	1779	24	8	1	16	0.8889	0.3333	2.73	103308
sensitive	M0732	6000	1645	20	5	1	15	0.8333	0.2500	2.40	110092
sensitive	M0734	6000	1967	10	3	1	7	0.7500	0.3000	1.91	58520
sensitive	M0736	6000	1857	4	4	1	0	0.8000	1.0000	2.45	63028
sensitive	M0738	6000	1667	16	11	1	5	0.9167	0.6875	3.30	74620
sensitive	M0742	3902	1159	3	3	1	0	0.7500	1.0000	2.06	56232
sensitive	M0748	6000	1329	20	20	1	0	0.9524	1.0000	1.96	66152
sensitive	M0752	6000	1761	9	9	1	0	0.9000	1.0000	2.38	80404
sensitive	M0754	6000	2007	13	4	1	9	0.8000	0.3077	1.35	46996
sensitive	M0755	6000	1867	12	8	1	4	0.8889	0.6667	1.69	78132
sensitive	M0759	6000	1838	80	45	1	35	0.9783	0.5625	4.39	201192
sensitive	M0768	6000	1847	237	19	1	218	0.9500	0.0802	1.76	64772
sensitive	M0771	4355	1121	285	5	1	280	0.8333	0.0175	1.63	57080
sensitive	M0781	6000	2186	8	7	1	1	0.8750	0.8750	2.75	67376
sensitive	M0789	5634	1531	62	18	1	44	0.9474	0.2903	2.99	63032
sensitive	M0792	6000	1660	11	2	1	9	0.6667	0.1818	4.74	215724
sensitive	M0795	6000	1655	80	13	1	67	0.9286	0.1625	5.09	162068
sensitive	M0798	6000	1423	2197	5	1	2192	0.8333	0.0023	1.27	55160
sensitive	M0806	6000	1249	5	1	1	4	0.5000	0.2000	2.14	71012
sensitive	M0808	6000	1464	5	5	1	0	0.8333	1.0000	2.33	98624
sensitive	M0810	6000	1645	38	12	1	26	0.9231	0.3158	3.17	95520
sensitive	M0815	6000	1111	243	165	1	78	0.9940	0.6790	1.43	66024
sensitive	M0816	6000	1405	242	21	1	221	0.9545	0.0868	2.33	76732
sensitive	M0819	6000	1681	26	20	1	6	0.9524	0.7692	2.52	58488
sensitive	M0822	6000	1876	3	3	1	0	0.7500	1.0000	2.67	143144
sensitive	M0826	6000	1588	22	3	1	19	0.7500	0.1364	1.56	158388
sensitive	M0829	6000	1776	7	6	1	1	0.8571	0.8571	2.03	176572
sensitive	M0835	6000	1914	62	31	1	31	0.9688	0.5000	2.28	60280
sensitive	M0843	6000	1783	17	10	1	7	0.9091	0.5882	2.77	71832
sensitive	M0850	6000	1658	40	16	1	24	0.9412	0.4000	2.87	181968
sensitive	M0851	583	233	24	2	1	22	0.6667	0.0833	0.30	46248
sensitive	M0854	6000	1424	136	16	1	120	0.9412	0.1176	2.36	97728
sensitive	M0855	6000	1924	55	9	1	46	0.9000	0.1636	1.85	73768
sensitive	M0857	6000	1548	13	10	1	3	0.9091	0.7692	1.93	97740
sensitive	M0858	6000	2164	353	275	1	78	0.9964	0.7790	1.79	60012
sensitive	M0860	3640	1062	14	3	1	11	0.7500	0.2143	1.64	52156
sensitive	M0862	6000	1724	21	11	1	10	0.9167	0.5238	1.91	67436
sensitive	M0869	6000	1715	6	6	1	0	0.8571	1.0000	2.50	56020
sensitive	M0874	6000	1710	4	3	1	1	0.7500	0.7500	2.09	61568
sensitive	M0879	3776	1324	38	5	1	33	0.8333	0.1316	1.43	50352
sensitive	M0881	6000	1869	157	154	1	3	0.9935	0.9809	2.15	75276
sensitive	M0884	6000	1676	24	20	1	4	0.9524	0.8333	2.55	130880
sensitive	M0885	6000	1746	17	4	1	13	0.8000	0.2353	6.19	177868
sensitive	M0895	6000	1531	131	6	1	125	0.8571	0.0458	3.77	161108
sensitive	M0900	6000	1583	448	323	1	125	0.9969	0.7210	2.72	168008
sensitive	M0905	6000	1900	231	4	1	227	0.8000	0.0173	2.36	62832
sensitive	M0906	6000	2101	266	63	1	203	0.9844	0.2368	1.71	73892
sensitive	M0908	6000	2266	79	13	1	66	0.9286	0.1646	1.60	66572
sensitive	M0910	6000	1636	8	8	1	0	0.8889	1.0000	2.38	85552
sensitive	M0916	6000	1996	1	1	1	0	0.5000	1.0000	1.27	49824
sensitive	M0918	6000	1762	140	62	1	78	0.9841	0.4429	2.51	199880
