config	query	answers	sens_at_1fp	n_exact	fp1_exact	found_exact	n_sub1_cons	fp1_sub1_cons	found_sub1_cons	n_sub1_other	fp1_sub1_other	found_sub1_other
aa_group	M0462	50	0.8800	43	39	42	1	1	1	3	2	3
aa_group	M0466	194	0.0670	2	2	2	0	0	0	0	0	0
aa_group	M0472	97	0.9897	88	88	88	4	4	4	0	0	0
aa_group	M0477	72	0.7639	63	50	61	1	1	1	5	3	3
aa_group	M0484	102	1.0000	0	0	0	0	0	0	101	101	101
aa_group	M0488	7	1.0000	7	7	7	0	0	0	0	0	0
aa_group	M0497	16	0.9375	8	8	8	3	3	3	4	4	4
aa_group	M0502	129	0.0543	5	5	5	1	1	1	0	0	0
aa_group	M0505	28	0.1071	1	1	1	0	0	0	0	0	0
aa_group	M0506	117	0.5641	49	47	49	12	8	12	19	7	18
aa_group	M0508	8	1.0000	4	4	4	0	0	0	0	0	0
aa_group	M0510	63	0.0317	45	2	45	8	0	8	1	0	1
aa_group	M0515	21	0.5238	9	8	9	1	0	1	8	2	3
aa_group	M0519	20	0.9000	12	12	12	4	4	4	0	0	0
aa_group	M0520	446	0.5112	6	4	4	9	2	8	359	221	323
aa_group	M0544	14	0.6429	9	8	8	0	0	0	3	1	1
aa_group	M0545	20	0.7000	14	14	14	0	0	0	0	0	0
aa_group	M0547	8	0.5000	5	4	5	0	0	0	0	0	0
aa_group	M0550	21	0.3333	11	7	8	1	0	0	8	0	2
aa_group	M0563	32	0.0000	7	0	2	0	0	0	0	0	0
aa_group	M0564	400	0.0225	347	8	324	2	0	1	7	0	4
aa_group	M0565	14	0.3571	13	5	7	0	0	0	1	0	0
aa_group	M0574	134	0.1642	66	22	62	3	0	3	34	0	33
aa_group	M0580	10	0.7000	8	7	7	0	0	0	2	0	2
aa_group	M0589	69	0.0725	18	2	5	0	0	0	8	2	3
aa_group	M0590	20	0.1500	3	3	3	0	0	0	0	0	0
aa_group	M0597	28	0.4286	25	12	19	0	0	0	3	0	2
aa_group	M0600	79	0.4430	79	35	79	0	0	0	0	0	0
aa_group	M0609	86	0.1512	56	13	56	0	0	0	0	0	0
aa_group	M0612	92	0.5326	81	49	78	1	0	1	1	0	0
aa_group	M0616	6	0.8333	6	5	6	0	0	0	0	0	0
aa_group	M0623	17	1.0000	16	16	16	0	0	0	0	0	0
aa_group	M0625	9	0.2222	6	2	3	0	0	0	0	0	0
aa_group	M0634	10	1.0000	9	9	9	0	0	0	1	1	1
aa_group	M0636	17	0.4118	7	7	7	0	0	0	3	0	3
aa_group	M0642	31	0.1290	8	4	6	0	0	0	0	0	0
aa_group	M0651	65	0.1538	12	8	8	6	2	2	34	0	1
aa_group	M0653	26	0.1923	2	2	2	0	0	0	3	0	1
aa_group	M0655	7	0.5714	4	2	2	0	0	0	0	0	0
aa_group	M0658	13	0.2308	12	3	12	0	0	0	1	0	1
aa_group	M0663	97	0.1237	16	12	14	0	0	0	78	0	21
aa_group	M0669	11	0.0909	11	1	8	0	0	0	0	0	0
aa_group	M0674	38	0.2632	4	4	4	2	0	0	10	5	7
aa_group	M0682	329	0.0061	225	2	212	0	0	0	28	0	21
aa_group	M0683	30	0.9000	13	13	13	1	1	1	0	0	0
aa_group	M0693	412	0.0170	352	5	330	2	0	1	7	0	5
aa_group	M0697	156	0.0385	74	6	74	76	0	70	0	0	0
aa_group	M0709	351	0.0114	3	3	3	0	0	0	192	1	136
aa_group	M0727	24	0.4167	5	5	5	2	1	2	13	4	12
aa_group	M0732	20	0.2500	2	1	1	1	1	1	11	3	3
aa_group	M0734	10	0.2000	4	2	2	0	0	0	2	0	0
aa_group	M0736	4	1.0000	4	4	4	0	0	0	0	0	0
aa_group	M0738	16	0.3750	15	6	12	1	0	1	0	0	0
aa_group	M0742	3	1.0000	3	3	3	0	0	0	0	0	0
aa_group	M0748	20	0.7500	20	15	19	0	0	0	0	0	0
aa_group	M0752	9	1.0000	8	8	8	0	0	0	1	1	1
aa_group	M0754	13	0.3077	9	4	9	1	0	0	0	0	0
aa_group	M0755	12	0.6667	1	1	1	0	0	0	0	0	0
aa_group	M0759	80	0.3125	33	16	27	1	0	0	0	0	0
aa_group	M0768	237	0.0759	16	14	16	4	4	4	0	0	0
aa_group	M0771	285	0.0175	24	5	24	44	0	26	109	0	16
aa_group	M0781	8	0.7500	6	6	6	0	0	0	1	0	1
aa_group	M0789	62	0.2903	27	12	25	18	2	17	1	0	1
aa_group	M0792	11	0.0909	2	1	2	0	0	0	2	0	0
aa_group	M0795	80	0.2125	1	1	1	13	13	13	2	2	2
aa_group	M0798	2197	0.0023	1455	5	946	67	0	7	89	0	57
aa_group	M0806	5	0.2000	1	1	1	2	0	2	0	0	0
aa_group	M0808	5	0.8000	4	4	4	0	0	0	0	0	0
aa_group	M0810	38	0.3421	2	2	2	0	0	0	11	8	11
aa_group	M0815	243	0.6831	205	164	193	0	0	0	19	0	6
aa_group	M0816	242	0.0413	16	8	16	2	0	1	193	2	94
aa_group	M0819	26	0.7692	18	17	18	3	1	3	4	1	4
aa_group	M0822	3	1.0000	2	2	2	0	0	0	1	1	1
aa_group	M0826	22	0.2727	18	6	18	0	0	0	3	0	0
aa_group	M0829	7	0.8571	6	6	6	0	0	0	1	0	1
aa_group	M0835	62	0.4032	4	4	4	1	0	1	4	0	2
aa_group	M0843	17	0.5882	12	10	11	3	0	1	0	0	0
aa_group	M0850	40	0.3750	22	11	12	1	0	0	0	0	0
aa_group	M0851	24	0.0833	1	1	1	0	0	0	0	0	0
aa_group	M0854	136	0.0735	53	9	45	54	0	43	0	0	0
aa_group	M0855	55	0.1636	15	8	13	0	0	0	7	0	2
aa_group	M0857	13	0.6154	13	8	10	0	0	0	0	0	0
aa_group	M0858	353	0.8612	327	294	319	3	1	3	19	7	18
aa_group	M0860	14	0.2143	4	3	4	0	0	0	0	0	0
aa_group	M0862	21	0.5714	16	11	14	0	0	0	1	1	1
aa_group	M0869	6	1.0000	4	4	4	0	0	0	2	2	2
aa_group	M0874	4	0.7500	2	2	2	0	0	0	0	0	0
aa_group	M0879	38	0.1316	3	3	3	4	1	3	1	1	1
aa_group	M0881	157	0.9554	152	146	152	3	3	3	1	1	1
aa_group	M0884	24	0.5833	20	14	20	0	0	0	0	0	0
aa_group	M0885	17	0.4118	3	3	3	0	0	0	0	0	0
aa_group	M0895	131	0.0458	2	2	2	0	0	0	1	0	0
aa_group	M0900	448	0.2210	367	97	358	12	1	12	14	0	5
aa_group	M0905	231	0.0216	107	5	79	17	0	6	62	0	50
aa_group	M0906	266	0.2293	226	61	223	15	0	15	23	0	16
aa_group	M0908	79	0.1266	10	5	10	0	0	0	1	0	1
aa_group	M0910	8	0.8750	8	7	8	0	0	0	0	0	0
aa_group	M0916	1	1.0000	0	0	0	0	0	0	0	0	0
aa_group	M0918	140	0.4071	0	0	0	0	0	0	0	0	0
aa_group	M0919	19	0.5789	12	8	11	1	0	1	0	0	0
aa_group	M0920	39	0.3077	1	1	1	0	0	0	0	0	0
aa_group	M0925	24	0.0417	3	1	3	0	0	0	8	0	1
aa_group	M0931	74	0.8108	67	59	64	3	1	2	1	0	0
aa_group	M0937	32	0.4688	27	15	21	1	0	0	1	0	0
aa_group	M0939	27	0.2593	7	7	7	0	0	0	0	0	0
aa_group	M0940	122	0.0656	8	6	8	7	0	6	64	2	64
aa_group	M0947	68	0.0588	26	4	26	4	0	4	1	0	0
aa_group	M0952	89	0.0562	5	5	5	0	0	0	0	0	0
aa_group	M0957	223	0.1256	88	28	87	0	0	0	2	0	2
aa_group	M0958	243	0.2469	89	59	88	0	0	0	2	1	2
aa_group	M0959	178	0.2135	3	3	3	0	0	0	77	30	76
aa_group	M0961	155	0.0387	39	6	39	14	0	14	21	0	18
aa_group	M0962	147	0.0884	55	11	55	20	1	18	46	0	43
aa_group	M0964	69	0.1159	4	4	4	0	0	0	0	0	0
aa_size	M0003	95	0.2000	20	19	19	71	0	32	1	0	0
aa_size	M0010	15	0.8667	13	13	13	1	0	1	0	0	0
aa_size	M0019	22	1.0000	22	22	22	0	0	0	0	0	0
aa_size	M0020	120	0.8083	10	9	10	87	77	81	8	7	8
aa_size	M0028	22	0.9091	20	20	20	0	0	0	0	0	0
aa_size	M0031	321	0.7539	261	214	222	12	11	12	7	3	7
aa_size	M0033	15	0.2000	8	2	8	1	0	1	3	0	3
aa_size	M0040	61	0.1967	52	12	15	0	0	0	1	0	0
aa_size	M0043	22	0.9091	14	14	14	0	0	0	6	6	6
aa_size	M0044	75	0.8533	15	13	13	7	7	7	17	17	17
aa_size	M0048	104	0.7788	76	62	64	15	14	15	3	3	3
aa_size	M0054	46	0.6087	36	25	34	4	3	3	5	0	3
aa_size	M0058	42	0.2619	9	3	3	0	0	0	11	0	8
aa_size	M0065	56	0.6786	33	25	29	1	1	1	20	12	12
aa_size	M0066	60	0.1167	18	5	15	26	2	19	3	0	2
aa_size	M0067	42	0.3095	3	3	3	7	7	7	0	0	0
aa_size	M0070	172	0.0465	8	8	8	0	0	0	5	0	0
aa_size	M0075	3	0.6667	3	2	2	0	0	0	0	0	0
aa_size	M0076	102	0.3725	98	35	80	0	0	0	0	0	0
aa_size	M0077	108	0.5093	57	49	50	2	0	2	17	4	9
aa_size	M0081	10	0.8000	5	5	5	0	0	0	1	1	1
aa_size	M0085	12	0.7500	10	7	8	1	1	1	1	1	1
aa_size	M0087	72	0.8611	42	40	40	1	1	1	2	2	2
aa_size	M0090	61	0.8852	47	45	45	0	0	0	6	6	6
aa_size	M0092	43	0.8372	37	33	33	0	0	0	5	3	4
aa_size	M0093	24	0.7500	5	3	5	6	6	6	0	0	0
aa_size	M0096	24	0.0833	2	2	2	0	0	0	20	0	4
aa_size	M0100	381	0.4672	182	137	142	34	8	8	98	29	32
aa_size	M0104	12	0.4167	5	5	5	0	0	0	0	0	0
aa_size	M0107	78	0.0769	6	6	6	0	0	0	0	0	0
aa_size	M0108	178	0.3146	1	1	1	0	0	0	3	3	3
aa_size	M0109	212	0.5519	98	98	98	0	0	0	6	6	6
aa_size	M0111	11	0.1818	5	2	5	6	0	1	0	0	0
aa_size	M0117	121	0.4380	39	36	39	8	7	8	2	1	2
aa_size	M0118	108	0.8519	86	86	86	0	0	0	19	4	19
aa_size	M0121	55	0.1636	1	1	1	0	0	0	0	0	0
aa_size	M0122	29	0.6552	3	3	3	0	0	0	7	6	6
aa_size	M0123	29	0.2414	0	0	0	0	0	0	2	2	2
aa_size	M0125	40	0.9250	13	13	13	2	2	2	2	1	1
aa_size	M0131	48	0.7708	34	34	34	3	3	3	0	0	0
aa_size	M0134	56	0.9821	55	55	55	0	0	0	1	0	1
aa_size	M0136	11	0.9091	8	8	8	0	0	0	1	1	1
aa_size	M0139	78	0.4103	43	32	32	1	0	0	1	0	0
aa_size	M0141	27	0.1852	0	0	0	0	0	0	0	0	0
aa_size	M0142	15	0.4667	6	5	6	0	0	0	2	2	2
aa_size	M0154	63	0.7778	57	44	55	5	5	5	1	0	0
aa_size	M0159	161	0.2671	6	5	5	0	0	0	11	11	11
aa_size	M0163	55	0.2000	32	9	31	6	1	6	8	0	8
aa_size	M0172	20	0.5000	8	8	8	1	1	1	0	0	0
aa_size	M0175	830	0.2373	737	196	730	0	0	0	0	0	0
aa_size	M0178	303	0.3498	148	70	82	28	8	8	75	22	22
aa_size	M0181	9	0.8889	5	5	5	1	0	0	2	2	2
aa_size	M0188	120	0.1250	54	13	21	53	2	5	1	0	0
aa_size	M0194	70	0.3143	25	13	25	0	0	0	10	1	10
aa_size	M0201	45	0.2222	22	9	11	2	1	1	3	0	0
aa_size	M0202	1	1.0000	1	1	1	0	0	0	0	0	0
aa_size	M0205	263	0.9316	170	159	162	0	0	0	0	0	0
aa_size	M0206	80	0.8750	28	28	28	9	9	9	6	6	6
aa_size	M0210	224	0.0357	2	2	2	0	0	0	4	4	4
aa_size	M0212	97	0.5052	0	0	0	0	0	0	0	0	0
aa_size	M0216	1167	0.9837	1033	1032	1033	9	9	9	71	71	71
aa_size	M0227	40	0.2500	6	5	6	7	2	3	1	1	1
aa_size	M0228	122	0.1066	13	11	11	0	0	0	12	1	6
aa_size	M0231	16	0.9375	11	11	11	0	0	0	3	2	3
aa_size	M0234	19	0.3684	8	5	8	0	0	0	1	1	1
aa_size	M0235	18	0.1111	17	2	10	0	0	0	1	0	1
aa_size	M0237	616	0.1347	92	83	84	0	0	0	1	0	0
aa_size	M0243	14	1.0000	0	0	0	0	0	0	0	0	0
aa_size	M0250	15	1.0000	15	15	15	0	0	0	0	0	0
aa_size	M0253	240	0.2292	40	11	40	4	3	4	112	10	109
aa_size	M0254	19	1.0000	14	14	14	0	0	0	2	2	2
aa_size	M0257	256	0.8633	91	91	91	117	117	117	2	1	1
aa_size	M0260	22	0.9091	17	17	17	3	3	3	2	0	1
aa_size	M0261	23	0.6957	18	16	18	0	0	0	0	0	0
aa_size	M0262	20	1.0000	9	9	9	11	11	11	0	0	0
aa_size	M0263	51	0.1373	7	6	6	1	1	1	11	0	8
aa_size	M0266	47	0.8936	0	0	0	13	13	13	0	0	0
aa_size	M0272	45	0.5778	15	14	14	2	1	1	3	1	2
aa_size	M0278	105	0.5714	74	59	73	0	0	0	1	0	1
aa_size	M0281	3	0.6667	2	2	2	0	0	0	0	0	0
aa_size	M0293	62	0.6290	51	32	41	1	1	1	7	5	5
aa_size	M0294	116	0.8707	79	74	74	1	1	1	4	2	3
aa_size	M0297	18	0.0556	14	1	1	0	0	0	4	0	0
aa_size	M0298	366	0.0000	1	0	0	0	0	0	0	0	0
aa_size	M0301	52	0.2500	1	1	1	0	0	0	0	0	0
aa_size	M0308	174	1.0000	145	145	145	5	5	5	22	22	22
aa_size	M0311	84	1.0000	68	68	68	8	8	8	3	3	3
aa_size	M0313	19	0.7368	14	14	14	0	0	0	3	0	3
aa_size	M0314	48	0.1458	0	0	0	0	0	0	0	0	0
aa_size	M0321	25	0.2800	4	3	4	8	2	4	5	0	5
aa_size	M0334	23	0.9565	21	21	21	0	0	0	1	1	1
aa_size	M0338	28	0.0000	22	0	1	0	0	0	0	0	0
aa_size	M0346	143	0.0839	0	0	0	0	0	0	0	0	0
aa_size	M0348	180	0.3667	23	23	23	51	41	50	1	1	1
aa_size	M0351	26	0.7308	16	15	15	7	2	4	2	1	2
aa_size	M0353	14	0.5000	11	7	8	1	0	1	0	0	0
aa_size	M0357	6	0.6667	5	4	4	0	0	0	0	0	0
aa_size	M0358	1	1.0000	1	1	1	0	0	0	0	0	0
aa_size	M0363	66	0.0455	15	3	5	50	0	1	0	0	0
aa_size	M0369	87	0.1954	2	1	1	1	0	0	35	14	17
aa_size	M0371	123	0.0894	114	11	94	2	0	2	5	0	2
aa_size	M0376	42	0.8333	38	34	38	2	1	2	2	0	2
aa_size	M0377	215	0.1535	15	15	15	6	3	4	14	9	13
aa_size	M0379	121	0.2562	32	25	32	0	0	0	10	6	10
aa_size	M0380	27	0.7037	18	16	17	2	1	2	1	1	1
aa_size	M0381	76	0.5789	44	43	43	0	0	0	5	0	4
aa_size	M0383	131	0.5954	0	0	0	0	0	0	0	0	0
aa_size	M0384	107	0.0561	5	3	5	0	0	0	3	0	0
aa_size	M0386	5	1.0000	4	4	4	1	1	1	0	0	0
aa_size	M0387	2182	0.0192	0	0	0	0	0	0	0	0	0
aa_size	M0391	15	0.5333	15	8	11	0	0	0	0	0	0
aa_size	M0398	37	0.0270	24	1	24	0	0	0	13	0	13
aa_size	M0401	396	0.0101	6	3	6	6	0	4	0	0	0
aa_size	M0403	17	0.6471	16	11	16	0	0	0	1	0	1
aa_size	M0410	34	0.3529	2	2	2	0	0	0	0	0	0
aa_size	M0412	61	0.0820	5	4	5	0	0	0	0	0	0
aa_size	M0414	83	0.7349	69	58	68	1	0	1	10	3	10
aa_size	M0416	5	1.0000	5	5	5	0	0	0	0	0	0
aa_size	M0420	18	0.3333	11	6	8	1	0	1	6	0	2
aa_size	M0423	99	0.0505	75	5	11	7	0	1	6	0	0
aa_size	M0425	2202	0.0045	1484	7	268	79	2	8	60	0	8
aa_size	M0426	20	0.9500	5	5	5	3	3	3	9	9	9
aa_size	M0428	11	0.8182	10	9	10	0	0	0	1	0	1
aa_size	M0429	48	0.4792	40	22	40	2	0	2	1	0	1
aa_size	M0431	4	1.0000	4	4	4	0	0	0	0	0	0
aa_size	M0433	214	0.0514	144	8	38	31	1	3	18	0	0
aa_size	M0434	13	0.0769	12	1	12	0	0	0	1	0	1
aa_size	M0435	88	0.1364	0	0	0	0	0	0	0	0	0
aa_size	M0440	50	0.7200	30	23	27	5	5	5	8	8	8
aa_size	M0444	84	0.9405	65	65	65	15	14	15	4	0	3
aa_size	M0447	6	0.3333	1	1	1	0	0	0	0	0	0
aa_size	M0448	8	0.1250	4	1	1	0	0	0	4	0	0
aa_size	M0453	66	0.5303	5	5	5	3	3	3	0	0	0
aa_size	M0454	15	0.8000	13	12	13	0	0	0	1	0	1
aa_size	M0456	18	0.1111	10	2	5	0	0	0	6	0	0
aa_size	M0458	26	0.6538	22	17	20	0	0	0	0	0	0
aa_size	M0462	50	0.7600	43	36	42	1	1	1	3	0	3
aa_size	M0466	194	0.0670	2	2	2	0	0	0	0	0	0
aa_size	M0472	97	0.9691	88	87	88	4	4	4	0	0	0
aa_size	M0477	72	0.6528	63	47	59	1	0	0	5	0	4
aa_size	M0484	102	1.0000	0	0	0	0	0	0	101	101	101
aa_size	M0488	7	1.0000	7	7	7	0	0	0	0	0	0
aa_size	M0497	16	0.9375	8	8	8	3	3	3	4	4	4
aa_size	M0502	129	0.0465	5	5	5	1	1	1	0	0	0
aa_size	M0505	28	0.1071	1	1	1	0	0	0	0	0	0
aa_size	M0506	117	0.6838	49	48	49	12	11	12	19	13	18
aa_size	M0508	8	0.8750	4	4	4	0	0	0	0	0	0
aa_size	M0510	63	0.0317	45	2	45	8	0	8	1	0	1
aa_size	M0515	21	0.5238	9	8	9	1	0	1	8	2	4
aa_size	M0519	20	0.9000	12	12	12	4	4	4	0	0	0
aa_size	M0520	446	0.7175	6	4	4	9	1	4	359	305	340
aa_size	M0544	14	0.6429	9	8	8	0	0	0	3	0	2
aa_size	M0545	20	0.7000	14	14	14	0	0	0	0	0	0
aa_size	M0547	8	0.5000	5	4	5	0	0	0	0	0	0
aa_size	M0550	21	0.2857	11	6	7	1	0	0	8	0	1
aa_size	M0563	32	0.0000	7	0	2	0	0	0	0	0	0
aa_size	M0564	400	0.0225	347	8	317	2	0	2	7	0	5
aa_size	M0565	14	0.2143	13	3	6	0	0	0	1	0	0
aa_size	M0574	134	0.1716	66	22	61	3	0	3	34	1	33
aa_size	M0580	10	0.8000	8	7	7	0	0	0	2	1	2
aa_size	M0589	69	0.0435	18	2	10	0	0	0	8	1	3
aa_size	M0590	20	0.2000	3	3	3	0	0	0	0	0	0
aa_size	M0597	28	0.4286	25	12	18	0	0	0	3	0	1
aa_size	M0600	79	0.4051	79	32	79	0	0	0	0	0	0
aa_size	M0609	86	0.1512	56	13	55	0	0	0	0	0	0
aa_size	M0612	92	0.5326	81	49	78	1	0	0	1	0	0
aa_size	M0616	6	0.8333	6	5	6	0	0	0	0	0	0
aa_size	M0623	17	1.0000	16	16	16	0	0	0	0	0	0
aa_size	M0625	9	0.1111	6	1	2	0	0	0	0	0	0
aa_size	M0634	10	1.0000	9	9	9	0	0	0	1	1	1
aa_size	M0636	17	0.4118	7	7	7	0	0	0	3	0	3
aa_size	M0642	31	0.0968	8	3	3	0	0	0	0	0	0
aa_size	M0651	65	0.1231	12	7	8	6	1	3	34	0	5
aa_size	M0653	26	0.1923	2	2	2	0	0	0	3	0	0
aa_size	M0655	7	0.7143	4	2	2	0	0	0	0	0	0
aa_size	M0658	13	0.2308	12	3	12	0	0	0	1	0	1
aa_size	M0663	97	0.1031	16	10	14	0	0	0	78	0	36
aa_size	M0669	11	0.0909	11	1	5	0	0	0	0	0	0
aa_size	M0674	38	0.1053	4	4	4	2	0	0	10	0	5
aa_size	M0682	329	0.0061	225	2	213	0	0	0	28	0	13
aa_size	M0683	30	0.9000	13	13	13	1	1	1	0	0	0
aa_size	M0693	412	0.0170	352	5	333	2	0	2	7	0	5
aa_size	M0697	156	0.0385	74	6	74	76	0	66	0	0	0
aa_size	M0709	351	0.0085	3	3	3	0	0	0	192	0	137
aa_size	M0727	24	0.2917	5	5	5	2	2	2	13	0	12
aa_size	M0732	20	0.2500	2	1	1	1	1	1	11	3	3
aa_size	M0734	10	0.3000	4	3	3	0	0	0	2	0	0
aa_size	M0736	4	1.0000	4	4	4	0	0	0	0	0	0
aa_size	M0738	16	0.5625	15	8	15	1	1	1	0	0	0
aa_size	M0742	3	1.0000	3	3	3	0	0	0	0	0	0
aa_size	M0748	20	0.7500	20	15	20	0	0	0	0	0	0
aa_size	M0752	9	1.0000	8	8	8	0	0	0	1	1	1
aa_size	M0754	13	0.3077	9	4	8	1	0	0	0	0	0
aa_size	M0755	12	0.6667	1	1	1	0	0	0	0	0	0
aa_size	M0759	80	0.2250	33	13	24	1	0	0	0	0	0
aa_size	M0768	237	0.0759	16	14	15	4	4	4	0	0	0
aa_size	M0771	285	0.0175	24	5	24	44	0	40	109	0	16
aa_size	M0781	8	0.8750	6	6	6	0	0	0	1	1	1
aa_size	M0789	62	0.4032	27	12	25	18	9	17	1	0	1
aa_size	M0792	11	0.0909	2	1	2	0	0	0	2	0	0
aa_size	M0795	80	0.3625	1	1	1	13	13	13	2	2	2
aa_size	M0798	2197	0.0023	1455	5	927	67	0	26	89	0	57
aa_size	M0806	5	0.2000	1	1	1	2	0	2	0	0	0
aa_size	M0808	5	0.2000	4	1	1	0	0	0	0	0	0
aa_size	M0810	38	0.2895	2	2	2	0	0	0	11	6	11
aa_size	M0815	243	0.6831	205	164	192	0	0	0	19	0	5
aa_size	M0816	242	0.0496	16	11	13	2	0	1	193	1	90
aa_size	M0819	26	0.7692	18	17	18	3	2	3	4	0	4
aa_size	M0822	3	0.6667	2	1	2	0	0	0	1	1	1
aa_size	M0826	22	0.2727	18	6	18	0	0	0	3	0	1
aa_size	M0829	7	0.8571	6	6	6	0	0	0	1	0	1
aa_size	M0835	62	0.4032	4	4	4	1	0	1	4	0	2
aa_size	M0843	17	0.6471	12	10	11	3	1	1	0	0	0
aa_size	M0850	40	0.3250	22	9	9	1	0	0	0	0	0
aa_size	M0851	24	0.0833	1	1	1	0	0	0	0	0	0
aa_size	M0854	136	0.0735	53	9	39	54	0	20	0	0	0
aa_size	M0855	55	0.1455	15	8	8	0	0	0	7	0	1
aa_size	M0857	13	0.4615	13	6	7	0	0	0	0	0	0
aa_size	M0858	353	0.8782	327	294	318	3	1	3	19	13	17
aa_size	M0860	14	0.2143	4	3	4	0	0	0	0	0	0
aa_size	M0862	21	0.4286	16	9	15	0	0	0	1	0	1
aa_size	M0869	6	1.0000	4	4	4	0	0	0	2	2	2
aa_size	M0874	4	0.7500	2	2	2	0	0	0	0	0	0
aa_size	M0879	38	0.1053	3	3	3	4	0	0	1	1	1
aa_size	M0881	157	0.6943	152	108	150	3	1	3	1	0	1
aa_size	M0884	24	0.7917	20	19	20	0	0	0	0	0	0
aa_size	M0885	17	0.2353	3	3	3	0	0	0	0	0	0
aa_size	M0895	131	0.0534	2	2	2	0	0	0	1	0	0
aa_size	M0900	448	0.7031	367	300	360	12	5	7	14	9	12
aa_size	M0905	231	0.0216	107	5	78	17	0	11	62	0	42
aa_size	M0906	266	0.2293	226	61	222	15	0	15	23	0	14
aa_size	M0908	79	0.0380	10	3	9	0	0	0	1	0	0
aa_size	M0910	8	0.8750	8	7	8	0	0	0	0	0	0
aa_size	M0916	1	1.0000	0	0	0	0	0	0	0	0	0
aa_size	M0918	140	0.4500	0	0	0	0	0	0	0	0	0
aa_size	M0919	19	0.5789	12	8	11	1	0	0	0	0	0
aa_size	M0920	39	0.3077	1	1	1	0	0	0	0	0	0
aa_size	M0925	24	0.0417	3	1	2	0	0	0	8	0	2
aa_size	M0931	74	0.8378	67	60	62	3	2	3	1	0	0
aa_size	M0937	32	0.3438	27	11	19	1	0	0	1	0	1
aa_size	M0939	27	0.2593	7	7	7	0	0	0	0	0	0
aa_size	M0940	122	0.2623	8	7	8	7	0	5	64	25	60
aa_size	M0947	68	0.0588	26	4	26	4	0	4	1	0	0
aa_size	M0952	89	0.0562	5	5	5	0	0	0	0	0	0
aa_size	M0957	223	0.1256	88	28	88	0	0	0	2	0	1
aa_size	M0958	243	0.2387	89	57	88	0	0	0	2	1	1
aa_size	M0959	178	0.0787	3	3	3	0	0	0	77	8	71
aa_size	M0961	155	0.0387	39	6	37	14	0	13	21	0	16
aa_size	M0962	147	0.0816	55	11	49	20	0	17	46	0	30
aa_size	M0964	69	0.1304	4	4	4	0	0	0	0	0	0
default	M0003	95	0.2000	20	19	19	71	0	68	1	0	0
default	M0010	15	0.9333	13	13	13	1	1	1	0	0	0
default	M0019	22	1.0000	22	22	22	0	0	0	0	0	0
default	M0020	120	0.8500	10	9	10	87	81	85	8	7	8
default	M0028	22	0.9091	20	20	20	0	0	0	0	0	0
default	M0031	321	0.8536	261	238	255	12	12	12	7	3	7
default	M0033	15	0.6667	8	8	8	1	0	1	3	2	2
default	M0040	61	0.2131	52	13	13	0	0	0	1	0	0
default	M0043	22	0.9091	14	14	14	0	0	0	6	6	6
default	M0044	75	0.8400	15	13	13	7	7	7	17	16	17
default	M0048	104	0.6635	76	60	75	15	9	15	3	0	3
default	M0054	46	0.7826	36	34	35	4	0	4	5	1	4
default	M0058	42	0.2619	9	3	5	0	0	0	11	0	8
default	M0065	56	0.7321	33	28	29	1	1	1	20	12	14
default	M0066	60	0.3000	18	14	18	26	2	13	3	1	3
default	M0067	42	0.2857	3	3	3	7	6	7	0	0	0
default	M0070	172	0.0465	8	8	8	0	0	0	5	0	1
default	M0075	3	0.6667	3	2	3	0	0	0	0	0	0
default	M0076	102	0.3725	98	35	89	0	0	0	0	0	0
default	M0077	108	0.6574	57	51	52	2	0	2	17	8	12
default	M0081	10	0.8000	5	4	5	0	0	0	1	1	1
default	M0085	12	0.9167	10	9	9	1	1	1	1	1	1
default	M0087	72	0.8889	42	42	42	1	1	1	2	2	2
default	M0090	61	0.9508	47	47	47	0	0	0	6	6	6
default	M0092	43	0.9302	37	37	37	0	0	0	5	3	4
default	M0093	24	1.0000	5	5	5	6	6	6	0	0	0
default	M0096	24	0.0833	2	2	2	0	0	0	20	0	6
default	M0100	381	0.6352	182	169	169	34	22	24	98	40	65
default	M0104	12	0.4167	5	5	5	0	0	0	0	0	0
default	M0107	78	0.0897	6	6	6	0	0	0	0	0	0
default	M0108	178	0.0112	1	1	1	0	0	0	3	1	3
default	M0109	212	0.5849	98	98	98	0	0	0	6	5	6
default	M0111	11	0.4545	5	5	5	6	0	2	0	0	0
default	M0117	121	0.4463	39	39	39	8	8	8	2	2	2
default	M0118	108	0.9630	86	86	86	0	0	0	19	16	19
default	M0121	55	0.1818	1	1	1	0	0	0	0	0	0
default	M0122	29	0.6897	3	3	3	0	0	0	7	6	6
default	M0123	29	0.2414	0	0	0	0	0	0	2	2	2
default	M0125	40	0.9250	13	13	13	2	2	2	2	1	1
default	M0131	48	0.7708	34	34	34	3	3	3	0	0	0
default	M0134	56	1.0000	55	55	55	0	0	0	1	1	1
default	M0136	11	0.8182	8	8	8	0	0	0	1	0	1
default	M0139	78	0.5000	43	39	43	1	0	0	1	0	1
default	M0141	27	0.2222	0	0	0	0	0	0	0	0	0
default	M0142	15	0.4667	6	5	5	0	0	0	2	2	2
default	M0154	63	0.6984	57	44	55	5	0	5	1	0	0
default	M0159	161	0.2174	6	5	5	0	0	0	11	11	11
default	M0163	55	0.9091	32	31	31	6	6	6	8	7	8
default	M0172	20	0.4500	8	8	8	1	0	1	0	0	0
