config	query	answers	sens_at_1fp	n_exact	fp1_exact	found_exact	n_sub1_cons	fp1_sub1_cons	found_sub1_cons	n_sub1_other	fp1_sub1_other	found_sub1_other
sensitive_aa	M0580	10	0.6000	8	6	7	0	0	0	2	0	2
sensitive_aa	M0589	69	0.0725	18	2	12	0	0	0	8	2	5
sensitive_aa	M0590	20	0.1500	3	3	3	0	0	0	0	0	0
sensitive_aa	M0597	28	0.4286	25	12	21	0	0	0	3	0	2
sensitive_aa	M0600	79	0.4304	79	34	79	0	0	0	0	0	0
sensitive_aa	M0609	86	0.2093	56	18	55	0	0	0	0	0	0
sensitive_aa	M0612	92	0.6848	81	60	79	1	0	1	1	0	0
sensitive_aa	M0616	6	0.8333	6	5	6	0	0	0	0	0	0
sensitive_aa	M0623	17	1.0000	16	16	16	0	0	0	0	0	0
sensitive_aa	M0625	9	0.2222	6	2	5	0	0	0	0	0	0
sensitive_aa	M0634	10	1.0000	9	9	9	0	0	0	1	1	1
sensitive_aa	M0636	17	0.4118	7	7	7	0	0	0	3	0	3
sensitive_aa	M0642	31	0.1290	8	4	4	0	0	0	0	0	0
sensitive_aa	M0651	65	0.1231	12	7	8	6	1	2	34	0	1
sensitive_aa	M0653	26	0.2308	2	2	2	0	0	0	3	1	1
sensitive_aa	M0655	7	0.7143	4	2	2	0	0	0	0	0	0
sensitive_aa	M0658	13	0.2308	12	3	12	0	0	0	1	0	1
sensitive_aa	M0663	97	0.0928	16	9	15	0	0	0	78	0	23
sensitive_aa	M0669	11	0.0909	11	1	6	0	0	0	0	0	0
sensitive_aa	M0674	38	0.1053	4	4	4	2	0	0	10	0	4
sensitive_aa	M0682	329	0.0061	225	2	217	0	0	0	28	0	22
sensitive_aa	M0683	30	0.9667	13	13	13	1	1	1	0	0	0
sensitive_aa	M0693	412	0.0170	352	5	339	2	0	2	7	0	5
sensitive_aa	M0697	156	0.0385	74	6	74	76	0	71	0	0	0
sensitive_aa	M0709	351	0.0085	3	3	3	0	0	0	192	0	127
sensitive_aa	M0727	24	0.3750	5	5	5	2	2	2	13	2	12
sensitive_aa	M0732	20	0.2500	2	1	1	1	1	1	11	3	3
sensitive_aa	M0734	10	0.3000	4	3	4	0	0	0	2	0	0
sensitive_aa	M0736	4	1.0000	4	4	4	0	0	0	0	0	0
sensitive_aa	M0738	16	0.4375	15	6	15	1	1	1	0	0	0
sensitive_aa	M0742	3	1.0000	3	3	3	0	0	0	0	0	0
sensitive_aa	M0748	20	0.9000	20	18	20	0	0	0	0	0	0
sensitive_aa	M0752	9	0.8889	8	8	8	0	0	0	1	0	1
sensitive_aa	M0754	13	0.3077	9	4	5	1	0	0	0	0	0
sensitive_aa	M0755	12	0.6667	1	1	1	0	0	0	0	0	0
sensitive_aa	M0759	80	0.3875	33	18	29	1	0	0	0	0	0
sensitive_aa	M0768	237	0.0759	16	14	15	4	4	4	0	0	0
sensitive_aa	M0771	285	0.0175	24	5	24	44	0	41	109	0	18
sensitive_aa	M0781	8	0.8750	6	6	6	0	0	0	1	1	1
sensitive_aa	M0789	62	0.4194	27	12	26	18	9	18	1	0	1
sensitive_aa	M0792	11	0.1818	2	2	2	0	0	0	2	0	0
sensitive_aa	M0795	80	0.1875	1	1	1	13	12	13	2	2	2
sensitive_aa	M0798	2197	0.0023	1455	5	966	67	0	26	89	0	57
sensitive_aa	M0806	5	0.2000	1	1	1	2	0	2	0	0	0
sensitive_aa	M0808	5	0.4000	4	1	1	0	0	0	0	0	0
sensitive_aa	M0810	38	0.2368	2	2	2	0	0	0	11	5	11
sensitive_aa	M0815	243	0.6790	205	164	196	0	0	0	19	0	4
sensitive_aa	M0816	242	0.0785	16	13	16	2	1	2	193	5	113
sensitive_aa	M0819	26	0.7692	18	17	18	3	2	3	4	0	4
sensitive_aa	M0822	3	0.6667	2	2	2	0	0	0	1	0	1
sensitive_aa	M0826	22	0.1364	18	3	16	0	0	0	3	0	0
sensitive_aa	M0829	7	0.8571	6	6	6	0	0	0	1	0	0
sensitive_aa	M0835	62	0.5161	4	4	4	1	1	1	4	0	1
sensitive_aa	M0843	17	0.6471	12	10	11	3	1	1	0	0	0
sensitive_aa	M0850	40	0.4000	22	12	13	1	0	0	0	0	0
sensitive_aa	M0851	24	0.0833	1	1	1	0	0	0	0	0	0
sensitive_aa	M0854	136	0.1250	53	16	48	54	0	40	0	0	0
sensitive_aa	M0855	55	0.1636	15	8	9	0	0	0	7	0	2
sensitive_aa	M0857	13	0.6923	13	9	9	0	0	0	0	0	0
sensitive_aa	M0858	353	0.7790	327	268	320	3	0	3	19	5	17
sensitive_aa	M0860	14	0.2143	4	3	4	0	0	0	0	0	0
sensitive_aa	M0862	21	0.3810	16	8	16	0	0	0	1	0	1
sensitive_aa	M0869	6	1.0000	4	4	4	0	0	0	2	2	2
sensitive_aa	M0874	4	0.7500	2	2	2	0	0	0	0	0	0
sensitive_aa	M0879	38	0.1053	3	3	3	4	0	0	1	1	1
sensitive_aa	M0881	157	0.9427	152	144	152	3	3	3	1	1	1
sensitive_aa	M0884	24	0.8333	20	20	20	0	0	0	0	0	0
sensitive_aa	M0885	17	0.2353	3	3	3	0	0	0	0	0	0
sensitive_aa	M0895	131	0.0458	2	2	2	0	0	0	1	0	0
sensitive_aa	M0900	448	0.2210	367	97	354	12	1	12	14	0	9
sensitive_aa	M0905	231	0.0173	107	4	80	17	0	13	62	0	44
sensitive_aa	M0906	266	0.2368	226	63	223	15	0	15	23	0	16
sensitive_aa	M0908	79	0.0886	10	5	10	0	0	0	1	0	1
sensitive_aa	M0910	8	1.0000	8	8	8	0	0	0	0	0	0
sensitive_aa	M0916	1	1.0000	0	0	0	0	0	0	0	0	0
sensitive_aa	M0918	140	0.4571	0	0	0	0	0	0	0	0	0
sensitive_aa	M0919	19	0.3684	12	6	12	1	0	1	0	0	0
sensitive_aa	M0920	39	0.3077	1	1	1	0	0	0	0	0	0
sensitive_aa	M0925	24	0.0417	3	1	3	0	0	0	8	0	3
sensitive_aa	M0931	74	0.8784	67	62	63	3	3	3	1	0	0
sensitive_aa	M0937	32	0.6562	27	21	26	1	0	1	1	0	1
sensitive_aa	M0939	27	0.2963	7	7	7	0	0	0	0	0	0
sensitive_aa	M0940	122	0.0738	8	6	8	7	0	6	64	3	63
sensitive_aa	M0947	68	0.2353	26	16	26	4	0	4	1	0	1
sensitive_aa	M0952	89	0.0674	5	5	5	0	0	0	0	0	0
sensitive_aa	M0957	223	0.1883	88	42	88	0	0	0	2	0	2
sensitive_aa	M0958	243	0.2798	89	67	89	0	0	0	2	1	2
sensitive_aa	M0959	178	0.0730	3	3	3	0	0	0	77	10	75
sensitive_aa	M0961	155	0.0387	39	6	39	14	0	14	21	0	16
sensitive_aa	M0962	147	0.0816	55	12	51	20	0	20	46	0	33
sensitive_aa	M0964	69	0.1159	4	4	4	0	0	0	0	0	0
